review_text,review_date,rating,language_style,has_slang,slang_count
ramro xa good excellent,5 hours ago,3,code_mixed,0,0
Thik xa Pani halyo vani chai jhardaina otherwise 👍🏼,30-Jul-25,2,code_mixed,1,1
Mero 8 inch ko mattress ma ali ali sano vayo,26 Mar 2021,3,code_mixed,1,1
"Dherai nai sano raixa, alikati thulo vako vaye best hunthyo",01 Dec 2023,3,code_mixed,1,1
Product is good bt there were no manual or warranty cards,17 Nov 2023,3,english,0,0
nicee❤️,13 Jul 2025,5,english,0,0
"loved it 
non greasy, absorbs and moisturizes well
thankyou 👍🏽",30-Apr-25,5,english,0,0
ramro x malai t man paryo ,11-Jun-25,1,romanized_nepali,0,0
Good for price hai,19-Jul-25,5,code_mixed,0,0
Best powerbank quality is very good ,30-Jul-25,5,english,0,0
babal❤️,16-Aug-25,5,romanized_nepali,1,1
Ooo la la.. no words to explain. Oopsie..,18 Apr 2025,5,code_mixed,1,0
euta side ali baklo arko side chai patalo xa k ho yo 😂,20-Jul-25,5,romanized_nepali,0,0
I have no idea about the makeup brushes as i am no professional but they are in good condition so i like it.and arulai ni sugest garxu babal bhanera,10-Aug-25,5,code_mixed,1,1
good well wow worthwhile be bgb bbbbb,28 Oct 2025,5,english,0,0
Price anusar thikai ho. Haven't tried it yet. Good for price,7-Feb-26,5,code_mixed,0,0
sasto ani ramro xa,3 weeks ago,4,romanized_nepali,0,0
price anusar ramro xa saman,1-Nov-25,5,romanized_nepali,0,0
N1,5-Aug-25,5,code_mixed,0,0
ramrai xa tetiko price ma,30-Nov-25,5,romanized_nepali,0,0
not good picture ma je dekhako xa tyo saman aaudaina,16-Sep-25,5,code_mixed,0,0
Rs2009 payment gare maile bill ma Rs1809  xa malaita thageyo daraz le 😥😥😥 ,15-Nov-24,5,romanized_nepali,0,0
good prouct but deleivery is a bit late,26 Nov 2025,5,english,0,0
awesome productvalue for money❤️ ,1-Oct-24,3,english,0,0
i dnn like it's fabric,3 weeks ago,5,english,0,0
3 ota lida yeuta gift vanya thiyo Tara maile 9 ota saman lida pani yeuta gift aayena 😡🙄,19 Aug 2025,5,code_mixed,0,0
The shoes is liked by my child. ,26-Dec-25,5,english,0,0
"31-34 order gareko size sano bhayo, message gareko ko message ko reply ni xaina Kasto service ho asto.. please exchange it as soon as possible!!!!",14-Nov-24,1,code_mixed,0,0
Supports upto 1080p. Build quality is of plastic and supporting plastic leg are not strong.. And price of tv is fluctating and after use im giving its thumbs up!! Good one at this price range,19 Mar 2023,5,english,0,0
👍❤️❤️,16 Aug 2025,5,romanized_nepali,0,0
"budeshi lai matrai ho piro lagne 
nepali , indian lai lagdaina current noodel bhanda ni kaam piro xa 2x jasto ho la  ",15-Nov-24,2,romanized_nepali,0,0
thikai xa not bad,6-Jan-26,5,code_mixed,0,0
"Liked the shoes, comfortable for kids ",28-Apr-24,4,english,0,0
black color ko kina haldinu vako,26-Dec-24,5,code_mixed,0,0
Good ones. Thanks.,20-Jul-22,5,english,0,0
Looks good quality. Arrived in time.  ,5-May-25,3,english,0,0
Ramro xa ,8-Nov-25,2,romanized_nepali,0,0
Maile Expect￼ gare vanda ramro raixa price vanda delivery charge badi lage ni maile yesma kunai default dekhe na..j hos soche vanda ramro raixa khusi layo❤️😅,6-Sep-22,5,romanized_nepali,0,0
euta ta sabbai pokkhera .. line bela 708 re 2 l ko ani euta testo ... kasto paisa ko matra barbadi,25-Jan-26,5,romanized_nepali,0,0
dherai ramro,07 Sep 2024,5,romanized_nepali,0,0
Loved the watch thanks,23-Nov-20,5,english,0,0
Quality as expected,28 Jul 2024,5,english,0,0
size Pani thik xa brush soft xa if you are beginners grab it guys .  ,13-Apr-25,5,code_mixed,0,0
this product is better than expected,27 Oct 2025,4,english,0,0
Yo thik xa ,24-Nov-24,1,romanized_nepali,0,0
okay one,07 Aug 2024,5,english,0,0
Better chha,02 Jun 2025,5,code_mixed,0,0
Thank you!! Glad to shop with.. Awaiting much more shopping moments..,7-Dec-21,5,english,0,0
good quality 💯 #reviewunfiltered,29 Oct 2023,5,english,0,0
Dami ,25-Jul-25,5,romanized_nepali,1,1
Worst .. dublicate product,13 Nov 2025,1,english,0,0
Xhee kasto nrmro Malai kati pani man pareyna yo Saman chiiii k socheko k niskyo🤧🤧🤧🤧🤧🤧🤦‍♀️,15-Aug-25,5,romanized_nepali,1,1
Good as Expected. Thanks.,22 Jan 2023,5,english,0,0
Very good packaging and delivered on time. Thanks for your good service.,14 Dec 2025,5,english,0,0
Loved the Product ❤️,7-Jul-25,5,english,0,0
Product ramro xa but mero ma tyo plus minus button le kaam garena,22 Nov 2023,4,code_mixed,0,0
ramro xa thank you daraz,14-Nov-25,5,code_mixed,0,0
Babbal xa sasto ma yeti ko saman aaune rahexa ..,2-Feb-26,5,romanized_nepali,1,1
"ramro lagyo, using since 2 months and its working as expected.",23 Mar 2024,4,code_mixed,0,0
At this price range this shoes is best quality Packaging also good i got my order in 3 dayss and awh this shoes is awesome,26-Sep-25,5,code_mixed,1,1
clean and best packing thankyou so much,31-Jan-26,5,english,0,0
ramrai xa paisa anusar.,01 Jul 2025,4,romanized_nepali,0,0
"Kapda quality halka chitta bujhena,700rs samma thik ho",18-Mar-25,5,romanized_nepali,0,0
Perfect size (queen) daami chha,02 Feb 2022,5,code_mixed,1,1
Dami babal product for couple but I still doesn't give to my partner .,16-Nov-20,5,code_mixed,1,1
"Never ever buy this product useless, sab bhuwa aauxa !!! ⚠️
NEVER BUY ALERT!!",1-Feb-24,1,code_mixed,1,1
amazing packing...item was good everyone should order this book ( bhagwat gita )..,12 Jul 2025,5,english,0,0
the helmet is damn good the padding ni dammi xa,17-Nov-25,5,code_mixed,1,1
sooo good for pet just loved it  ,15-Feb-25,1,english,0,0
Camera ma scratches aauna bata bachaudena cover vanda baira camera niske paxi camera naii paila scratches hunxa 😭aru ta ramroo xah,8-Sep-24,4,code_mixed,0,0
❤️,24 Jan 2025,5,english,0,0
1 week mai yellow vayo,8-Apr-25,1,romanized_nepali,0,0
saman eakdam ramro lagyo malai chai  ,17-Nov-24,5,romanized_nepali,0,0
"price anusar ekdam good xa? yo samet 2 choti kine yo shoes,",14-Jan-26,4,romanized_nepali,1,1
Thikai ho,17-Nov-25,5,romanized_nepali,0,0
ramro x but ali sano x...malai t ramrai lagyo,19 Mar 2024,5,code_mixed,0,0
Chasma ko quality khattam raixa. tyo note haru sabai khukulo raixa ab maintain garna mero ulto paisa lagne vo. careless raixa saman herer ta pathaunu parxa ni.,03 Sep 2025,1,code_mixed,1,1
not as expected ,11-Aug-24,5,english,0,0
Glass ta ramri ho yeha chai futeko parae xa,04 Nov 2025,3,code_mixed,0,0
its amazing I really loved it,8-Nov-20,5,english,0,0
ramro lagyo,16-Jan-26,5,romanized_nepali,0,0
Everythings great color ni ekdam ramro xa but size thorai sano vo all the way it's perfect for couple for gift❤,11-Mar-22,5,code_mixed,0,0
Ta 😍😍😍 seller malai bhanda ni mero chora lai ekdam man paryo  ,15-Jan-26,5,romanized_nepali,0,0
"Good product very very useful and as mentioned, using since 3 months.",02 Sep 2022,5,english,0,0
xya yar Kati sano na kina hai na kina 🙂 ,26-Sep-25,5,romanized_nepali,1,1
Nice cover at such a good price ani aru ni thikai xa,30-Jan-26,5,code_mixed,0,0
ramro xa tara lohjt chai ek choti check garera send gardeko vaye hune light derai madhura ra gati gari baldainaa  ,16-Dec-25,5,code_mixed,0,0
1600 ma 20000mAh paiyo k review dinu 🥱 jati din chalxa chalxa,19-Oct-25,1,romanized_nepali,0,0
ramro raixa 🥰🥰🥰🥰,4-Apr-25,5,romanized_nepali,0,0
Kasto pani nai pani vako packing garera send garnu vako (ajha kasto naramro smell pani ko ) Not expecting this from you guys !!!!! 🙂🙂,11-Nov-25,1,code_mixed,0,0
