review_text,rating,date,language_style,has_slang,slang_count,domain
driver was rude. gadi ma AC thiyena. took longer route bro. paisa waste. baal taxi 🤮,1,2024-08-05,code_mixed,1,2,transportation
phone cover ramro dherai ramro and fit perfect. dami dami feel,5,2023-09-25,code_mixed,1,2,product
Realme phone ko camera thik chha tara night ma clear aayena,3,2025-02-12,romanized_nepali,1,1,product
"guff matra garcha staff le, kaam gardaina. jhyau lagyo",1,2022-03-15,romanized_nepali,1,2,services
"very bad quality product, broke after 2 uses, ekdam kharab, paisa waste",1,2023-10-17,code_mixed,1,2,product
i went to get my haircut and then the guy did not listen to what i said at ALL. and then the result was SO bad. i wanted short trim and got half my hair cut off. i was so sad. paisa waste and my hair waste. khatrai salon. never again,1,2023-07-26,code_mixed,1,2,services
"service ramro thyo, fast delivery, ramro packing, happy 😊",5,2022-12-15,code_mixed,0,0,product
ramro ramroo,5,2024-07-07,romanized_nepali,1,1,food
"Staff ko behavior ali rude jasto lagyo, man parena",2,2025-01-30,romanized_nepali,0,0,hotel_restaurant
Ordered online and then the delivery guy called me from wrong location and then i had to guide him for 20 mins and then food came cold. not worth. very bad. paisa waste,1,2024-11-22,english,1,1,food
"sahi ho yaar, khana mitho thiyo, price pani thik thyo, staff pani friendly thyo, paisa vasool",5,2024-08-02,romanized_nepali,1,2,food
"room th&o safa, staff raJro thy9, breakfast pani mitho thyo, babha? stay thyL",5,2024-06-17,romanized_nepali,1,1,hotel_restaurant
very bad quality bro. not worth money at all,1,2023-02-22,english,0,0,product
order gareko 1 hour pachi aayo. khana tanna chiso thyo. momos were stuck together. sala resturant. call garda phone nai uthayena. paisa waste yar. never order again from here. this is very bad,1,2024-02-22,code_mixed,1,2,food
took micro from ring road. conductor was so rude to an old lady. she was asking for change and he was shouting. SHOUTING BRO. in front of everyone. i said something and he gave attitude too. sala. this is why people hate public transport. jhyau lagyo from start to end. lastai kharab experience. will complain if i find the number.,1,2023-02-28,code_mixed,1,4,transportation
khatrai cha yaar babbal service 😍,5,2022-06-13,romanized_nepali,1,2,services
burger mitho but bun jhur. chalcha chalcha,3,2022-10-18,code_mixed,1,1,food
order late ayo and then late ayo and then no sorry. jhyau lagyo but food mitho so chalcha,3,2024-01-30,code_mixed,1,2,food
service was fast and they fixed my phone in 1 hour. sahi ho bro. recommended.,5,2024-07-22,code_mixed,1,1,services
"dami hotel, safa room, friendly staff, mitho breakfast, babbal thyo",5,2022-01-20,romanized_nepali,1,2,hotel_restaurant
"ekdam jhur service cha, called 3 times no answer, lastai kharab",1,2025-02-24,romanized_nepali,1,2,services
"order gareko 20 min paxi aayo, khana chai decent thyo but not worth the wait",2,2024-01-15,code_mixed,1,1,hotel_restaurant
hotel was a bit old. furniture dated. but very clean and staff went out of way to help. location was good pani. ok experience overall,3,2023-07-11,english,0,0,hotel_restaurant
jacket ramro dherai ramro and warm. dami dami,5,2022-08-08,code_mixed,1,2,product
not worth the money at all. food ok but portion very small and price high high,2,2024-04-30,english,0,0,food
ok so my experience was not good. went to this salon. showed them a photo of haircut i wanted. they said ok ok. then they did something different. when i said this is wrong they said it looks good it looks good. it does NOT look good. paid 800 rs for this??? total paisa waste. never coming back. baal ko service. jhyau lagyo ekdam.,1,2024-06-14,code_mixed,1,4,services
good product fast delivery 👍,4,2023-07-24,english,0,0,product
jhyau lagyo,1,2022-11-03,romanized_nepali,1,1,food
room clean and vibe ramailo 😍 but water slow but ok i like this place,4,2022-06-18,code_mixed,1,1,hotel_restaurant
resturant vibe ramailo but music too loud and then loud again. jhyau but food mitho,4,2023-06-20,code_mixed,1,2,food
this cream is dami and smell nice. ramro dherai ramro and price ok,5,2024-04-15,code_mixed,1,2,product
dami dami dami.. the mobile cover is strong and fits perfectly.. happy happy 😊,5,2023-10-08,code_mixed,1,1,product
went there on my birthday and waiter forgot my cake order. sat there waiting and then finally asked and they said sorry but no cake. no cake on my birthday bro. i was so sad. then bill aayo and full price tirnu paro. FULL PRICE. i cried lol. never going back. total waste. paisa waste time waste everything waste,1,2023-12-31,english,1,3,hotel_restaurant
"dami cha dami, khatrai khana 🔥",5,2022-07-22,romanized_nepali,1,2,food
went to this hotel for anniversary. room looked good in photos. but when we went inside. ohh my god. bathroom was dirty. bed sheets had stains on them. STAINS BRO. and the smell was not good. i told front desk and they said sorry sorry but did nothing. we paid 5000 for one night and it was total waste. my partner was so upset. paisa waste thyo. lastai jhyau experience. such a bad night. never again.,1,2024-02-08,code_mixed,1,4,hotel_restaurant
"ramro ramro product, worth the money",5,2022-12-05,english,1,1,product
ordered headphones. box aayo but headphones nai thiyena inside. just bubble wrap. bro?? called seller and then no reply. this is very bad. paisa waste,1,2024-02-22,code_mixed,1,1,product
ramro dherai ramro hotel. room was spacious and clean. staff were so helpful. breakfast was included and it was good variety. wifi was fast. ac worked properly. feel like money was well spent. paisa vasool cha. will book again. jakaas.,5,2025-03-18,code_mixed,1,4,hotel_restaurant
"sahi ho sahi, mitho khana ramailo place",5,2023-07-07,romanized_nepali,1,3,food
the haircut was exactly what i wanted yaar.. they listened and did it so nicely.. dami salon dami.. paisa vasool totally,5,2023-08-29,code_mixed,1,2,services
idk why people say this place is ramro.. food was not mitho and price was expensve and service was slow.. sala paisa waste total,1,2023-01-15,code_mixed,1,3,hotel_restaurant
hotel okayy but wash dirtyy dirtyy. paisa waste,2,2025-06-16,english,0,0,hotel_restaurant
"baal service, waiter attitude dherai nai thyo sala",1,2023-07-03,romanized_nepali,1,2,hotel_restaurant
ok taste nothing amazing tbh idk,3,2023-04-22,english,0,0,food
"order gareko 25   min paxi aayo, khana chai thik thyo but not worth the wait yaar lastai dhilo",2,2024-08-15,code_mixed,1,1,food
thik thik cha service. neither wow nor bad. average i think,3,2022-11-30,romanized_nepali,0,0,services
flight late thyo 3 ghanta. and then no update from airline. and then finally when i asked ground staff they were rude. sala baal airline yo. never booking again,1,2024-10-22,code_mixed,1,2,transportation
khana late aayo tara mitho thyo. ok ok experience,3,2024-04-24,romanized_nepali,0,0,food
ok ok food nothing special lol,3,2024-07-13,english,0,0,food
i buy this and then try and then wow dami dami not bad at all paisa vasool bro,5,2025-02-02,code_mixed,1,2,product
guff matra ho yo,1,2022-10-28,romanized_nepali,1,1,services
dami cha bro dami 🔥🔥,5,2025-02-03,romanized_nepali,1,1,food
"Bike ride felt average, nothing too exciting",3,2025-03-06,english,0,0,transportation
this salon gave me the best haircut i had in long time. they listened to what i wanted. time pani liyena. dami service cha. babbal 🔥,5,2024-07-06,code_mixed,1,2,services
"Paneer roll arrived late and slightly cold, not great",2,2025-01-15,english,0,0,food
staff rude rude talk sharp sharp i think leave leave but boss come calm calm fix all fix all so ok now,3,2023-10-01,code_mixed,1,1,services
staff was so helpful yar. they went out of way to help me find my stuff. sahi ho. dami experience. will visit again 🔥,5,2024-08-25,code_mixed,1,3,services
"Milkshake was okay, nothing special but drinkable",3,2025-01-19,english,0,0,food
so i buy this phone last week and then test cam day night day night and bro pic sharp sharp like wow not joke i drop once still ok build strong strong paisa vasool paisa vasool i tell all bro buy this dont think much,5,2024-01-01,code_mixed,1,2,product
i use this taxi app daily for office. mostly good experience. driver sometimes late but thik cha. price is reasonable. app works fine mostly. few times had issues but support replied fast. overall sahi ho. will keep using.,4,2022-10-19,code_mixed,1,2,transportation
I went there with my family for dinner and the waiter was so rude like he didnt even look at us properly and then we waited 30 mins for menu itself and then food came cold cold bro cold. I am so angry. this place is khattam. never ever going back. total bijog. paisa waste time waste. DO NOT GO HERE,1,2023-07-14,english,1,3,hotel_restaurant
"Sekuwa smoky flavor dami thyo, sathi haru sanga kasto ramailo bhayo",5,2025-01-07,romanized_nepali,1,2,food
"service was good, but a bit slow lol, overall thik cha",3,2024-06-02,code_mixed,1,1,services
nakhanu nai ramro thyo,1,2023-02-11,romanized_nepali,1,1,food
babbal cha bro 😍 loved it,5,2022-09-29,code_mixed,1,1,food
sZman aayo tei broken sgate ma. box nai phXreko thyo ani pEodust chai lastai iharwb. paiWa vasool bgayfna bro ekdamai,1,2023-05-17,romanized_nepali,1,3,product
I traveled from ktm to pokhara on this bus. seat was broken and nobody told me before. i asked driver to fix and he said just sit. JUST SIT?? sala driver ko attitude lastai kharab thyo. then bus stopped for 1 hour in middle for some engine problem. passengers sitting in hot sun. no ac no fan. and they said no refund no refund bro. paisa waste time waste. i reached 3 hours late. overall bijog service. never traveling with this company.,1,2022-09-20,code_mixed,1,5,transportation
"khatrai transport service, driver professional thyo, time ma pugyo",5,2024-07-09,romanized_nepali,1,1,transportation
nicd taAte / bro 🔥,5,2024-01-13,english,0,0,food
Salon service was relaxing and staff were friendly,5,2025-03-13,english,0,0,services
ok so i bought this blender online. first time it worked good. second time it made noise. third time it STOPPED WORKING. i called customer care and they said wait 7 days. 7 days!! sala i need to cook daily. bought new one from other brand. total paisa waste. and packaging looked good but inside was cheap cheap stuff. never buying from this shop again. baal ko product quality. bijog.,1,2024-08-14,code_mixed,1,4,product
sahi ho this headphone.. sound is khatrai.. base deep and clear.. jakaas buy it guys 🔥,5,2024-09-28,code_mixed,1,3,product
staff slow slow jhyau jhyau but smile nice nice,3,2025-06-06,code_mixed,1,1,services
"internet service lastai slow, baal kaam garcha, paisa waste every month",1,2024-09-09,romanized_nepali,1,3,services
ramro service thyo. helpful staff. ramro rmro thyo overall,5,2023-03-04,romanized_nepali,1,2,services
product quality ramro cha bro. already bought 3 times. khatrai item. suggest garchu 🔥,5,2023-09-09,romanized_nepali,1,2,product
"sala bus 1 ghanta late aayo ani driver pani kei bhoena jhai behavior garyo, paisa waste time waste lastai",1,2022-07-16,romanized_nepali,1,3,transportation
ride ok but driver late and then late again. jhyau lagyo,3,2022-06-06,code_mixed,1,1,transportation
"very slow service very slow, asked for water 3 times",1,2024-04-05,english,0,0,hotel_restaurant
the pizza was cold when it arrived and cheese was all slid off to one side. looked nothing like photo. taste was ok i guess but presentation bijog thyo,2,2024-01-24,code_mixed,1,1,food
took local bus to pokhara. seats thik thiya. driver decent thyo. on time pani. thik cha experience,4,2023-07-22,code_mixed,0,0,transportation
product arrived in 3 days which was fast. but item inside was not matching the photo. color was different. size was a bit off. i messaged seller and they offered 10% refund. 10 percent only?? sala the whole product is wrong. not happy but keeping it because return is complicated. this was paisa waste basically.,2,2024-01-27,code_mixed,1,2,product
app install garyo and then login huna nai 20 min lagyo and then OTP aayena and then password reset garyo and then again same problem. baal app. jhur coding gareko. this is very bad experience. i don't like this trash app at all bro,1,2023-06-14,code_mixed,1,2,services
guide was babbal yaar.. took us to all good spots and was patient also.. ramailo trip ramailo,5,2023-06-07,romanized_nepali,1,2,services
jhur product,1,2023-11-22,romanized_nepali,1,1,product
driver fastt but talk rudee rudee. not worth ride,2,2025-04-04,english,0,0,transportation
"mero chakkar gayo. ordered product, payment katyo, order confirmation aayena. called support, on hold 30 min. then they said order failed tara refund 7 days lagcha. 7 DAYS bro mero paisa rokne kasari. very very bad system. lastai kharab company cha. sala jhur. paisa waste bhayo mero. never buying from this site again. told all my friends too. bijog cha",1,2024-07-24,romanized_nepali,1,4,product
sahi ho the laptop bag.. fits 15 inch laptop and pockets are ramro.. dami build quality,5,2024-01-18,code_mixed,1,2,product
very slow delivery. very very slow. waited 2 hours for 3km. lastai jhyau,1,2023-04-11,code_mixed,1,2,food
"room was clean and bed was soft. but water late ayo and then late ayo again, jhyau. still overall ramro dherai ramro for this rate 🙂",4,2022-09-10,code_mixed,1,2,hotel_restaurant
"I went there with my family and the waiter didnt even look at us for like 15 mins and then we called him and then he was rude, sala no manner at all. food came cold. COLD. i hate this place never going back total waste of money and time. khattam service khattam everything",1,2023-06-17,code_mixed,1,3,hotel_restaurant
"jhyau lagyo yo resturant ma, never going back",1,2022-03-28,code_mixed,1,1,hotel_restaurant
staff nicee but sloww sloww serve. paisa waste,2,2022-02-25,english,0,0,services
order placed and then waited 1 hour and then called shop and then they said out of stock. why take order then?? very bad very bad. paisa waste,1,2023-10-19,code_mixed,1,2,food
ramrooo,5,2022-02-02,romanized_nepali,1,1,product
thik cha nothing great tbh,3,2024-12-07,english,0,0,food
Veg pizza delivery ma late bhayo tara cheese layer chai ramroooo thyo,4,2025-01-23,code_mixed,1,1,food
thik cha yar nothing too good nothing too bad,3,2023-01-25,romanized_nepali,1,1,food
check in garo hotel ma. 3 ghanta wait garyo. room was not ready. paisa waste. jhyau.,1,2024-02-20,code_mixed,1,2,hotel_restaurant
food is ok ok. not bad. will try again maybe,3,2024-04-08,english,0,0,food
babbal service cha yo salon le.. they did my hair so nicely and the price was also okay.. ramro ramro cha,5,2024-04-07,code_mixed,1,2,services
"jakaas product yaar, ekdamai ramro quality 🔥",5,2022-04-17,romanized_nepali,1,2,product
product came fast and good good quality,5,2024-12-19,english,0,0,product
so went there with friends for dinner and the wait was long and then food portion was small and then price was high.. and my friend found a hair in her food yaar.. HAIR IN FOOD.. and they just said sorry only.. sala bijog resturant.. lastai jhyau thyo whole night.. never going back never,1,2023-10-05,code_mixed,1,4,hotel_restaurant
"baal service yo resturant ma, staff herdai nai jhyau lagcha",1,2022-05-26,romanized_nepali,1,2,hotel_restaurant
bus late late again again always late jhyau jhyau but seat comfy comfy so ok ride,3,2023-02-02,code_mixed,1,1,transportation
nice delivery fast and good packing 👍,5,2024-10-03,english,0,0,product
cab late aayo. driver rude thyo. route pani galat thyo. lastai jhyau thyo. baal service cha yo app ko,1,2024-06-28,code_mixed,1,3,transportation
bus fastt but shake shake. very bad feel,2,2025-10-10,english,0,0,transportation
delivery dherai late thyo. pani pareko thyo sab. but driver friendly thyo atleast. thik cha i guess,3,2024-07-28,code_mixed,1,1,transportation
"sala service ma gako thiye, 45 min wait garayo ani bhanyo appointment chhaina, total bijog, time waste time waste",1,2022-08-22,romanized_nepali,1,2,services
service ramro thyo. fast and polite staff. thik cha experience overall,4,2022-10-09,romanized_nepali,1,1,services
tastyii,4,2022-10-10,english,0,0,food
staff ley bolayera ni aayena. service zero cha,1,2023-02-07,romanized_nepali,1,1,hotel_restaurant
ramro cha yaar.. came on time and driver was polite.. seat was clean.. sahi ho this service,5,2024-11-11,code_mixed,1,2,transportation
product ramro cha.. packing also ramro.. came fast also.. dami cha totally dami,5,2024-03-25,code_mixed,1,2,product
not worth the price at all. very bad quality,1,2023-10-08,english,0,0,product
"Lassi ekdam pani jasto, mitho pani thiena, disappointed",2,2025-01-10,romanized_nepali,0,0,food
ma yo hotel gako thiye ani suru ma room ramro jasto lagyo but but bed dirtyy dirtyy and towel dirtyy and smell bad bad and staff sloww sloww answer and then light off off again and again ma call gare they no come no come ani paisa expensivee very expensivee for this bad bad room last ma i say not worth not worth overall lastai jhyau thyo,1,2024-06-06,romanized_nepali,1,1,hotel_restaurant
sahi service cha. on time. polite staff. thik cha overall,4,2022-10-14,romanized_nepali,1,1,services
khana tastyii thyo but servce sloww and sloww. not worth not worth 😤,2,2024-04-20,romanized_nepali,1,1,food
went there last week the place was too crwded and loud and the AC was not working and food took forever like forever to come and when it came the chicken was not cooked properly. UNDERCOOKED CHICKEN BRO. I could have gotten sick. very very bad. I complaint to manager but he said sorry and did nothing. paisa waste bhayo mero. jhyau lagyo sala. lastai kharab experience. do not order chicken here ever,1,2023-09-30,english,1,3,food
"transport service jhur ho, late aayo, driver rude thyo, baal kaam lagena yo service",1,2024-05-15,romanized_nepali,1,2,transportation
"service slow slow, khana thik cha but price too expensve for this quality tbh",2,2022-09-14,code_mixed,1,1,hotel_restaurant
khatrai app yar. everything works smooth. fast and simple. dami,5,2024-10-22,romanized_nepali,1,2,services
mitho cha 😋 ramro cha,5,2024-04-06,romanized_nepali,1,2,food
thik cha. nothing amazing nothing bad. just average. chalcha.,3,2023-03-16,romanized_nepali,1,1,food
"bus dherai late aayo, driver pani rude thyo. transport ma lastai problem cha yo route ma",1,2022-11-27,romanized_nepali,1,2,transportation
tbh i was not sure about ordering from this shop. but tried once and it was good. delivery was on time. product was as shown. so i ordered again. again good experience. so yeah sahi ho. will keep buying from here. recommended bro. jakaas service.,5,2023-08-16,code_mixed,1,3,product
room view was amazing yar. staff le dami service diyeko. breakfast pani included and mitho thyo. ramro hotel. sahi ho,5,2023-04-02,code_mixed,1,3,hotel_restaurant
"NOT WORTH IT AT ALL, paisa waste, time waste, total bijog",1,2024-07-18,code_mixed,1,2,services
"HP laptop overheats quickly, not happy with performance",1,2025-02-20,english,0,0,product
bus broke down in middle of road. we waited 2 hours. nobody told us anything. khattam.,1,2024-11-04,code_mixed,1,1,transportation
staff was helpful and room was clean. nothing fancy but thik cha for the price. would stay again tbh 😊,4,2024-09-07,code_mixed,1,1,hotel_restaurant
ok cha yar. not bad. chalcha,3,2023-05-15,romanized_nepali,1,1,food
Lobby looked nice but service was not attentive,2,2025-02-04,english,0,0,hotel_restaurant
earphones came with right side nai kaam nagarne. brand new product. baal quality check. paisa waste ho yar. this is very bad,1,2024-04-13,code_mixed,1,2,product
jakaas cha this place 🔥 must visit,5,2022-09-12,code_mixed,1,1,hotel_restaurant
"iPhone 13 use gardaid chu 3 months bhayo, performance smooth cha and camera ekdam clear aaucha",5,2025-02-21,code_mixed,0,0,product
product nicee but stop stop work. not worth,2,2022-04-04,english,0,0,product
sala driver was on phone whole time.. WHOLE TIME driving and on phone.. so scary yaar.. and he was also driving fast.. lastai jhyau thyo trip.. paisa waste and scared also,1,2023-11-25,code_mixed,1,3,transportation
"i dont like this trash, this is very bad and very bad. paisa waste, time waste. never again",1,2022-04-01,english,1,1,services
resturant was full but we waited 30 mins and no table. they didnt even say sorry. jhyau lagyo yaar.,1,2023-05-29,code_mixed,1,1,hotel_restaurant
staff sloww and then forget and then forget. very bad,1,2022-03-03,english,0,0,services
product delivery late aayo. 7 days late. no update kei pani aayena. had to call 3 times. baal logistics. but product itself was ok,2,2024-10-29,code_mixed,1,1,product
"thik cha product, nothing special",3,2023-10-30,english,0,0,product
Fried rice portion was big and worth the price honestly,4,2025-01-13,english,0,0,food
"ramro ramro experience, sab kura thik thyo, recommend garchu sablaai",5,2024-11-14,romanized_nepali,1,1,hotel_restaurant
"Hamro Patro app hang bhayo baar baar, frustrate bhaye",1,2025-02-15,romanized_nepali,0,0,product
mitho thyo khana. bit spicy but ramro. would order again 🌶,4,2024-06-08,romanized_nepali,1,2,food
lastai ramro thyo concert.. sound was clear and vibe was babbal.. ramailo ramailo night 🔥,5,2023-04-02,code_mixed,1,3,services
dami serv ice dami,5,2024-02-14,romanized_nepali,1,1,services
nice,4,2023-05-31,english,0,0,food
paisa waste time waste,1,2024-02-21,romanized_nepali,1,1,transportation
LG TV picture thik thyo but remote response slow lagyo,3,2025-02-23,code_mixed,1,1,product
nicee tast bro 🔥,4,2024-05-21,english,1,1,food
"kaam gardaina yo app, lastai slow slow, bhayena use garna",1,2024-07-02,romanized_nepali,1,2,services
flight was delayed by 3 hours and nobody told us. airport ma basi basi jhyau lagyo.,1,2023-05-07,code_mixed,1,1,transportation
mero order 3 din late aayo. 3 DIN. ani product aayo broken state ma. box phateko ani product scratch pareko. lastai kharab packaging garda yo bhako. company lai customer ko care nai chhaina lagcha. return request gareko 5 din bhayo response chhaina abha. paisa vasool hune chance nai chhaina lagcha. total paisa waste. jhur company cha. don't buy from here,1,2023-12-14,code_mixed,1,4,product
gayo tesho restaurant ma birthday celebrate garna. sabai kura plan gareko thyo. cake order gareko thyo advance ma. ooh tara cake nai bholiyo uniharu le. ani jada staff ley sorry pani bhanchhaina. just ignored us. SALA how can you forget someone's birthday cake. lastai baal thyo whole experience. paisa vasool bhayena ek dam. khattam place cha. mero sathi haru sabai dukhi bhaye. never ever recommend garna sakdina yaha. bijog cha sala,1,2024-06-03,code_mixed,1,5,hotel_restaurant
food was decent but very very oily,3,2024-03-18,english,0,0,food
lastai ramro thyo.. i went there with my family and the food was so good and then the staff was nice also and then they gave free dessert.. babbal experience totally babbal,5,2024-06-22,code_mixed,1,3,hotel_restaurant
"service is bad bad, waited 25 min for simple tea",1,2024-07-21,english,0,0,hotel_restaurant
"came here for lunch, good good vibe, will come back",4,2024-02-28,english,0,0,hotel_restaurant
"dery slow service, called mulfipl4 times, no response, las6a* khaFsb, jhyau Oagyo",1,2024-02-28,code_mixed,1,2,services
yo online service company ko support cha bro. called 5 times. each time hold ma rakhyo 15 min. and then someone answers and then transfers the call and then hold again. and then finally spoke to someone and then they said call back tomorrow bhanyo. CALL BACK TOMORROW?? sala. what kind of support is this. this is very bad. baal helpline. jhur service. lastai jhyau thyo yar,1,2023-02-18,code_mixed,1,3,services
this resturant bro. so i ordered thali set and then waited 45 min. and then they brought incomplete thali. dal thiyena. and then i asked for dal and then they said it was finished bhanyo. THALI SET MA DAL HUDAINA?? and then i asked for refund and then manager aayena. and then when manager aayo he said dal aaundacha bhanyo but took 15 more min. and then dal aayo and then it was so salty i could not eat. and then i complained again and then they acted annoyed. sala. jhyau lagyo. i hate this place. never going here again. total paisa waste,1,2023-06-05,code_mixed,1,3,food
not worth the pricee at all,2,2023-02-17,english,0,0,product
lastai baal cha. jhyau lagyo. baal baal baal. khattam service. paisa waste,1,2023-06-17,romanized_nepali,1,3,services
nice food bro. spicy just right. portion pani thik thyo. paisa vasool meal 😋,4,2023-02-07,romanized_nepali,1,2,food
room clean but light sloww sloww fix. very bad,2,2024-05-05,english,0,0,hotel_restaurant
late delivery but driver called and updated. at least communication thyo. thik cha,3,2022-09-07,romanized_nepali,0,0,transportation
earbuds started making crackling sound after 1 month. and then i went to warranty center and then they said physical damage bhanyo. there was NO damage bro i just used them. jhur brand. paisa waste. never buying this brand again,1,2025-01-07,code_mixed,1,2,product
"room safa thiyena, bedsheet ma smell aauthy, lastai ganda thyo. AC pani kaam gardaina thyo half the night. told reception and they said will fix but nobody came. NOBODY. I was sweating whole night bro. never booking here again. khattam hotel khattam service. paisa waste time waste total bijog",1,2023-09-05,code_mixed,1,5,hotel_restaurant
"paisa waste, time waste. service khattam and khattam again. this is very bad",1,2022-02-02,english,1,1,services
thik thik. momo was ok. dal bhat was better. price fair. will maybe come back,3,2024-01-28,romanized_nepali,0,0,food
dami cha yar the food here. came with family and everyone liked it. ramro dherai ramro. price pani fair cha. suggest garchu 👍,5,2024-12-20,code_mixed,1,2,food
khatrai service khatrai food,5,2024-07-22,romanized_nepali,1,2,food
auto app showed one price but driver asked for more. paisa waste bro. lastai jhyau.,1,2024-12-05,code_mixed,1,2,transportation
lastai ramailo thyo the event.. music was khatrai and food stall had mitho items.. babbal night overall babbal,5,2024-05-09,code_mixed,1,2,services
so i need to talk about this bus company ok. so i booked seat 3A and then on the day driver said that seat is VIP and costs extra. bro i BOOKED it already at normal price. and then he said company policy bhanyo. and then i had to pay extra or stand. so i paid. and then midway bus broke down and then we waited 2 hour on road. no water no food nothing. and then replacement bus aayo and then it was smaller. seat pani thiyena mero. stood for rest of trip. this is very bad. baal management. paisa waste time waste. total khattam experience yar. lastai jhyau thyo,1,2023-10-12,code_mixed,1,4,transportation
product look nicee but break chitoo. very bad very bad,1,2024-01-11,english,0,0,product
sathi sangai gayo cafe ma. coffee dami thyo. cake pani mitho. vibe ramro thyo. will come back 🔥,5,2023-10-01,romanized_nepali,1,1,food
bus late late and then late again jhyau lagyo but seat soft,3,2022-12-12,code_mixed,1,1,transportation
dal bhat was ramro dherai ramro. ghee thulo amount halieko thyo. mero life best dal bhat here tbh,5,2023-01-28,code_mixed,1,2,food
auto driver ne meter use garna manena. asked for double price. sala. lastai jhyau thyo.,1,2024-10-22,code_mixed,1,2,transportation
"baal cha yo hotel, room safa thiyena smell aauthy",1,2022-08-11,romanized_nepali,1,2,hotel_restaurant
"Philips trimmer use garda blade ali pull huncha, comfortable chaina",2,2025-02-24,code_mixed,0,0,product
paisa vasool khana yar 😋,5,2023-01-18,romanized_nepali,1,1,food
food come slow slow i stare stare plate empty empty mood low low then dish drop smell hit wow wow i eat fast fast forget wait forget wait ramro dherai ramro,5,2025-09-09,code_mixed,1,1,food
bro i dont know where to start. hotel was showing nice photos online. marble floor. big bed. rooftop view. but when i reached. no rooftop access. bed was small. ac was leaking water. water dripping on my bag bro. and front desk person was so rude. no sorry nothing. paid so much money for this bijog room. paisa waste completely. lastai jhyau experience. would give 0 stars if possible. never booking here. never again bro.,1,2024-12-22,code_mixed,1,5,hotel_restaurant
jhyau lagyo yaar,1,2023-09-14,romanized_nepali,1,1,hotel_restaurant
jhur product hai bro,1,2024-03-28,romanized_nepali,1,1,product
"product ok cha tara delivery dherai slow thyo, next time local shop batai kinchu",3,2022-09-30,romanized_nepali,1,0,product
khana okayy but taste bad bad. not worth,2,2022-12-24,english,0,0,food
jakaas product yaar.. keyboard feel is so ramro and typing is fast now.. paisa vasool totally,5,2024-11-08,code_mixed,1,2,product
yo product use garda start ramro thyo but but after one day stop stop and heat heat and smell bad bad plastic jasto cheappp cheappp feel paisa waste paisa waste i regret regret buy this overall lastai jhyau thyo,1,2022-11-11,romanized_nepali,1,1,product
tried ordering 3 times and then app crashed 3 times. and then 4th time it went through and then they said delivery not available in my area. bro why let me add to cart then?? baal app. jhur UX. this is very bad design,1,2023-06-28,code_mixed,1,2,services
sahi ho ekdam,5,2025-01-20,romanized_nepali,1,1,product
staff rudee and sloww and sloww. lastai jhyau,1,2023-09-14,code_mixed,1,1,services
"the vibe was nice but service was so so slow, waited long time for simple coffee, not great",2,2022-07-03,english,0,0,hotel_restaurant
ramro dherai ramro vibe light song low staff smile smile i sit long time no rush no push just chill ramailo,5,2025-03-03,code_mixed,1,1,hotel_restaurant
mitho cha ekdamai 😋😋,5,2022-09-20,romanized_nepali,1,1,food
room thik thyo. location ramro thyo. bed ok thyo. will stay again if needed,4,2024-03-06,romanized_nepali,0,0,hotel_restaurant
taxi clean and cheap. sahi ho ride 😊,5,2025-07-21,code_mixed,1,1,transportation
"vibe is good good but food is meh, not worth the hype tbh",3,2024-02-05,english,0,0,hotel_restaurant
driver talk loud loud but drive safe safe,4,2023-08-08,english,0,0,transportation
khattam service,1,2024-08-30,romanized_nepali,1,1,transportation
"*rder gareko 20 min paxi aay0, khana cnai drsent tNyo but not worth the wait",3,2023-11-08,code_mixed,1,1,hotel_restaurant
InDrive driver friendly thyo tara ali late aayo pickup ma,4,2025-02-27,code_mixed,0,0,transportation
cab driver was nice and cab was clean. reached on time. sahi service cha. thik cha,4,2022-11-25,romanized_nepali,1,2,transportation
"dami service, fas$ and be/pful, sahL ho yaZr, will use aga7n defini6$ly ❤ ️",5,2022-10-19,romanized_nepali,1,2,services
khattam,1,2024-01-05,romanized_nepali,1,1,food
dami hotel yaar.. staff was so nice and they arranged everything on time.. room was clean and bed was soft.. khatrai experience.. will come back,5,2024-09-06,code_mixed,1,2,hotel_restaurant
jakaas food!!,5,2023-08-09,romanized_nepali,1,1,food
i went to this hotel for my birthday and sala the room was dirty and then i asked them to clean and then they said wait and then i waited 1 hour and nothing.. nothing at all.. I HATE THIS PLACE lastai jhyau thyo.. never going back never.. paisa waste totally paisa waste 💔,1,2024-09-03,code_mixed,1,5,hotel_restaurant
okay cha this product.. not the best but works fine.. thik cha for now,3,2024-10-19,english,0,0,product
bro so I bought this backpack last month. and then strap broke on 3rd use. 3RD USE ONLY. went to shop and then they said warranty doesn't cover strap bhanyo. warranty covers WHAT then. took photo and complained online and then they said contact shop bhanyo. shop said contact company. round round garyo. sala. lastai jhyau thyo bro. paisa waste ho yar. this is very bad. i don't like this trash brand. never buying again,1,2024-06-03,code_mixed,1,3,product
product okayy but crack aaayo and aaayo again. very bad,1,2025-08-18,code_mixed,0,0,product
chowmein mitho and - hot. ramro dherai ramro 🔥,5,2024-05-05,code_mixed,1,2,food
thik cha yaar the wifi plan.. not too fast not too slow.. chalcha,3,2023-06-30,code_mixed,1,1,services
